Total_Spending,Meat,Catalog,Wines,Income,Store,Web,Fish,Fruits,Sweets,Gold,Children,Parental_Status,NumWebVisitsMonth,Discount_Purchases,cluster
574.0,122,2,327,59247.0,9,5,19.0,9,14,83.0,2,1,6,5,1
1029.0,194,3,371,66731.0,6,4,58.0,81,81,126.5,1,1,3,4,1
670.0,107,4,275,77353.0,8,6,69.0,59,81,59.0,1,1,4,2,0
990.0,142,4,789,52614.0,8,2,12.0,0,9,38.0,1,1,8,2,1
11.0,5,0,1,26751.0,2,1,0.0,1,3,1.0,2,1,8,1,2
1241.0,145,3,1004,81300.0,5,10,32.0,12,12,36.0,1,1,5,3,1
576.0,149,2,187,70337.0,12,2,25.0,81,43,91.0,0,0,1,1,0
172.0,76,1,56,36145.0,3,4,17.0,4,1,18.0,1,1,9,4,2
664.0,117,3,365,65295.0,13,3,34.0,32,81,6.0,0,0,2,1,0
928.0,123,9,595,68118.0,4,8,10.0,23,23,126.5,1,1,6,2,1
2074.0,384,5,1132,68743.0,13,11,120.5,81,81,115.0,0,0,7,1,0
467.0,137,1,34,41039.0,5,8,120.5,11,61,45.0,0,0,8,1,0
257.0,82,1,116,38946.0,6,3,6.0,6,6,41.0,1,1,5,2,1
1146.0,435,8,565,65777.0,6,2,28.0,32,32,54.0,0,0,1,1,0
689.0,126,2,372,66476.0,11,5,47.0,18,48,78.0,1,1,4,2,1
2114.0,556,6,899,86857.0,10,5,120.5,81,81,40.0,0,0,2,1,0
1717.0,556,28,55,117416.25,1,0,17.0,16,3,4.0,0,0,0,15,0
1346.0,480,5,760,77845.0,12,3,0.0,40,40,26.0,0,0,1,1,0
1044.0,556,6,260,69476.0,4,4,63.0,81,9,67.0,0,0,2,1,0
493.0,24,5,459,50611.0,7,4,6.0,0,0,4.0,1,1,6,6,1
957.0,224,3,466,61209.0,4,5,119.0,0,49,99.0,0,0,2,1,0
270.0,80,4,67,42315.0,4,1,17.0,15,11,80.0,1,1,3,3,1
29.0,7,0,2,13084.0,3,1,3.0,0,7,10.0,0,0,6,1,2
121.0,20,2,67,47570.0,2,2,0.0,1,2,31.0,2,1,7,3,2
126.0,18,1,92,61923.0,4,2,3.0,4,3,6.0,2,1,3,1,2
23.0,11,0,4,34824.0,2,1,2.0,2,0,4.0,0,0,6,1,2
57.0,28,0,20,26518.0,3,2,3.0,1,3,2.0,2,1,8,3,2
636.0,178,4,273,45938.0,6,8,62.0,11,81,29.0,0,0,6,2,0
1004.0,388,7,434,78468.0,10,10,104.0,22,22,34.0,0,0,4,1,0
734.0,309,3,321,78901.0,5,9,33.0,11,26,34.0,1,1,4,3,1
614.0,177,2,212,71427.0,8,8,15.0,81,64,23.0,2,1,4,2,1
1453.0,278,2,909,71022.0,11,5,0.0,12,12,126.5,1,1,8,3,1
1621.0,352,4,1184,90247.0,7,3,21.0,32,16,16.0,0,0,1,1,0
187.0,21,1,112,41335.0,4,4,16.0,19,14,5.0,1,1,7,3,2
1443.0,455,4,656,71952.0,8,8,52.0,80,81,93.0,1,1,4,2,0
57.0,8,1,23,35682.0,3,1,6.0,0,2,18.0,1,1,2,1,2
637.0,42,3,537,43185.0,6,9,16.0,6,6,30.0,1,1,8,2,1
948.0,45,4,712,66375.0,5,2,0.0,0,0,126.5,1,1,7,3,1
59.0,13,1,23,35178.0,2,1,2.0,1,2,18.0,1,1,7,1,2
18.0,4,0,1,25252.0,2,1,2.0,3,2,6.0,1,1,8,1,2
903.0,83,5,664,55250.0,10,7,32.0,58,0,66.0,1,1,5,4,1
112.0,21,1,6,33249.0,3,2,19.0,10,14,42.0,1,1,6,2,2
596.0,201,4,299,58398.0,8,5,21.0,5,21,49.0,0,0,4,3,0
233.0,66,1,99,50272.0,5,4,43.0,13,8,4.0,1,1,7,3,1
1511.0,294,2,749,76618.0,5,3,120.5,40,81,126.5,0,0,1,1,0
1152.0,501,3,345,87305.0,8,5,63.0,25,81,80.0,0,0,2,1,0
48.0,18,0,9,25851.0,3,2,7.0,4,5,5.0,1,1,7,2,2
1185.0,368,5,440,58710.0,9,11,0.0,81,81,126.5,1,1,6,6,1
21.0,5,0,8,45160.0,2,1,3.0,2,0,3.0,2,1,7,1,2
965.0,249,4,670,74806.0,5,5,0.0,9,28,9.0,1,1,4,2,1
869.0,134,1,524,59111.0,8,11,28.0,0,28,126.5,0,0,7,1,1
16.0,6,0,6,18988.0,3,1,2.0,0,1,1.0,1,1,7,2,2
1947.0,556,6,597,72190.0,4,5,120.5,81,81,126.5,0,0,3,1,0
71.0,12,1,7,7500.0,2,4,13.0,0,7,32.0,1,1,9,5,2
65.0,7,0,54,44794.0,3,2,0.0,0,0,4.0,1,1,6,1,2
1380.0,556,5,445,80395.0,12,6,80.0,25,76,48.0,0,0,2,1,0
1027.0,218,8,294,75012.0,11,3,120.5,81,58,126.5,0,0,1,1,0
411.0,77,3,292,56962.0,5,6,10.0,3,3,26.0,3,1,7,7,1
836.0,132,6,412,89891.0,8,11,59.0,22,28,126.5,0,0,4,1,0
11.0,3,0,8,35946.0,3,0,0.0,0,0,0.0,2,1,5,1,2
480.0,78,2,349,53593.0,6,7,6.0,4,0,43.0,2,1,8,8,1
606.0,124,2,328,66373.0,10,4,12.0,9,24,109.0,2,1,3,7,1
284.0,99,1,144,45072.0,4,6,7.0,2,2,30.0,3,1,8,5,1
1472.0,211,3,1126,89694.0,4,4,37.0,28,28,42.0,2,1,5,3,1
1677.0,556,8,967,72025.0,13,4,43.0,0,50,0.0,0,0,2,1,0
1335.0,341,5,432,67432.0,4,8,120.5,79,81,126.5,1,1,4,2,0
334.0,63,1,138,70545.0,7,4,55.0,39,18,21.0,1,1,2,1,1
18.0,1,0,0,17487.0,2,1,7.0,0,4,6.0,1,1,7,1,2
1338.0,497,5,509,62882.0,6,7,78.0,81,24,97.0,1,1,4,2,1
1099.0,86,9,948,64108.0,11,6,13.0,10,21,21.0,1,1,5,4,1
97.0,25,0,39,34941.0,3,3,4.0,2,3,24.0,2,1,8,2,2
63.0,21,1,28,48767.0,3,2,3.0,1,0,10.0,3,1,5,3,2
109.0,24,0,13,38702.0,4,3,13.0,11,8,40.0,1,1,6,2,2
902.0,360,9,307,82224.0,5,6,120.5,26,31,40.0,0,0,3,1,0
1574.0,345,4,901,83844.0,11,4,75.0,31,31,126.5,0,0,1,1,0
38.0,12,0,2,17003.0,4,2,4.0,5,8,7.0,1,1,5,3,2
960.0,372,8,283,71163.0,12,3,120.5,17,81,44.0,0,0,1,1,0
28.0,7,0,4,33697.0,2,1,0.0,3,3,11.0,1,1,7,1,2
1215.0,252,10,769,63564.0,7,10,15.0,80,34,65.0,0,0,6,1,0
1497.0,556,10,518,83443.0,5,6,55.0,42,56,84.0,0,0,2,1,0
449.0,66,2,350,51518.0,10,3,17.0,8,4,4.0,1,1,3,2,1
1064.0,213,4,445,58330.0,13,6,104.0,53,81,126.5,1,1,4,1,0
1757.0,556,5,778,80952.0,11,8,41.0,81,27,44.0,0,0,8,1,0
1440.0,374,6,709,75507.0,6,8,104.0,81,80,80.0,0,0,3,1,0
1006.0,314,3,359,63855.0,13,7,93.0,35,81,89.0,0,0,4,1,0
1226.0,375,6,799,62220.0,5,7,16.0,12,12,12.0,1,1,6,5,1
1171.0,101,4,895,58512.0,8,3,13.0,10,0,126.5,1,1,8,5,1
92.0,23,1,40,40662.0,3,2,0.0,2,4,23.0,1,1,4,2,2
99.0,7,2,76,38829.0,2,3,0.0,0,0,16.0,1,1,5,1,2
66.0,22,0,11,35523.0,3,3,12.0,5,5,11.0,1,1,7,2,2
564.0,223,1,245,79146.0,8,8,21.0,16,43,16.0,2,1,6,2,1
1427.0,391,4,647,78285.0,10,6,120.5,81,67,40.0,0,0,3,1,0
86.0,9,1,39,31626.0,2,2,2.0,1,1,34.0,1,1,7,1,2
833.0,305,11,203,75127.0,5,2,46.0,35,17,126.5,0,0,1,1,0
242.0,38,2,138,48726.0,4,3,4.0,3,0,59.0,1,1,6,3,1
1869.0,556,6,587,74985.0,7,3,120.5,51,0,86.0,0,0,2,1,0
1364.0,291,5,595,67430.0,12,11,120.5,81,81,121.0,0,0,6,1,0
183.0,23,1,43,46891.0,4,2,29.0,12,15,61.0,1,1,4,1,2
450.0,74,1,301,62058.0,7,6,10.0,7,0,58.0,1,1,6,4,1
758.0,348,2,180,72063.0,12,5,76.0,32,32,90.0,1,1,2,2,0
1507.0,243,5,794,78939.0,6,8,120.5,81,0,126.5,0,0,3,1,0
654.0,91,3,392,42720.0,7,7,28.0,5,26,112.0,2,1,8,8,1
81.0,22,0,39,33622.0,4,2,3.0,1,4,12.0,2,1,7,3,2
137.0,12,0,107,6835.0,1,0,2.0,2,2,12.0,1,1,20,0,2
16.0,3,0,13,41452.0,2,1,0.0,0,0,0.0,2,1,7,1,2
93.0,17,1,70,40760.0,3,2,0.0,0,0,6.0,1,1,6,2,2
1158.0,392,11,680,74250.0,4,2,75.0,11,0,0.0,0,0,1,1,0
43.0,11,0,26,51124.0,3,1,0.0,1,1,4.0,2,1,3,2,2
1525.0,522,9,522,72258.0,5,6,120.5,0,81,126.5,1,1,2,2,0
1230.0,546,4,412,71466.0,10,4,78.0,12,81,0.0,0,0,1,1,0
29.0,5,0,6,36283.0,3,1,8.0,5,0,5.0,2,1,4,2,2
25.0,6,1,2,20587.0,2,1,4.0,3,1,9.0,1,1,7,1,2
24.0,8,0,1,30467.0,2,1,2.0,3,5,5.0,1,1,7,1,2
38.0,15,0,6,31590.0,3,1,6.0,2,6,3.0,1,1,8,1,2
57.0,5,0,4,20425.0,3,2,3.0,12,16,17.0,1,1,7,2,2
47.0,19,0,18,17144.0,4,3,0.0,2,2,6.0,2,1,7,5,2
813.0,186,8,324,42564.0,4,6,39.0,48,18,126.5,1,1,7,6,1
629.0,125,1,327,43783.0,8,7,25.0,9,4,126.5,1,1,7,6,1
377.0,71,1,229,40780.0,5,7,13.0,27,3,34.0,1,1,9,4,1
1612.0,556,6,521,62847.0,4,3,80.0,81,76,61.0,0,0,2,1,0
729.0,446,4,184,82017.0,7,5,30.0,23,23,23.0,0,0,2,1,0
50.0,11,0,4,16813.0,3,2,12.0,8,2,13.0,0,0,7,1,2
270.0,64,3,183,51267.0,5,3,7.0,2,2,12.0,2,1,4,4,1
177.0,35,1,31,46524.0,5,1,26.0,19,14,52.0,1,1,3,2,2
315.0,60,1,219,45183.0,7,4,12.0,3,9,12.0,0,0,7,1,1
767.0,136,3,479,70421.0,7,10,75.0,28,14,35.0,1,1,6,3,1
1071.0,212,4,584,60161.0,8,11,46.0,44,8,126.5,1,1,8,3,1
1580.0,556,5,627,73926.0,12,6,120.5,81,81,15.0,0,0,3,1,0
60.0,16,0,24,19329.0,3,4,12.0,1,2,5.0,1,1,8,3,2
573.0,159,4,330,61872.0,9,4,36.0,5,27,16.0,1,1,4,4,1
41.0,10,0,19,46984.0,3,1,2.0,1,1,8.0,2,1,5,1,2
170.0,29,1,28,34838.0,4,2,29.0,23,14,47.0,2,1,6,3,1
1167.0,228,8,606,82716.0,13,6,15.0,81,81,22.0,0,0,2,1,0
1526.0,204,8,1039,48192.0,12,2,120.5,43,58,29.0,0,0,8,3,0
458.0,26,1,411,49681.0,7,7,0.0,0,0,21.0,2,1,7,6,1
63.0,19,1,34,56850.0,3,1,2.0,1,7,0.0,1,1,2,1,2
405.0,136,4,161,55267.0,6,3,32.0,28,3,45.0,1,1,3,4,1
1027.0,178,2,623,59666.0,8,3,23.0,53,17,126.5,2,1,8,7,1
1478.0,470,9,604,72504.0,6,5,120.5,26,81,94.0,1,1,2,2,0
72.0,8,1,3,26872.0,2,1,3.0,10,16,32.0,0,0,6,1,2
48.0,17,0,12,21359.0,3,2,6.0,2,1,10.0,1,1,8,2,2
726.0,256,4,184,73170.0,6,5,50.0,81,30,32.0,0,0,2,1,0
860.0,239,7,393,52750.0,9,5,90.0,0,69,69.0,1,1,4,6,1
1497.0,556,5,410,91820.0,12,5,76.0,73,81,30.0,0,0,1,0,0
495.0,83,4,376,65968.0,7,5,19.0,9,4,4.0,1,1,3,2,1
20.0,4,0,7,30772.0,2,1,2.0,2,1,4.0,2,1,6,1,2
570.0,226,2,68,22507.0,4,10,51.0,0,81,68.0,0,0,9,3,1
769.0,49,2,642,65685.0,9,9,0.0,14,7,57.0,1,1,5,1,1
55.0,9,0,8,25804.0,3,2,13.0,7,6,12.0,1,1,8,2,2
1808.0,556,4,840,76412.0,8,5,23.0,53,71,17.0,0,0,3,1,0
55.0,13,0,7,22063.0,3,2,3.0,10,11,11.0,1,1,7,2,2
577.0,64,3,464,57091.0,7,7,7.0,5,0,37.0,0,0,5,1,0
162.0,47,2,30,22419.0,2,3,19.0,3,21,42.0,0,0,8,1,2
1957.0,287,10,1225,87771.0,4,5,50.0,38,57,33.0,1,1,6,1,0
1576.0,476,2,752,78353.0,11,10,39.0,81,81,34.0,1,1,8,1,1
1616.0,287,4,1225,93404.0,7,3,20.0,15,0,15.0,3,1,5,3,1
36.0,8,0,22,37859.0,3,1,2.0,1,1,2.0,3,1,8,2,2
1482.0,409,9,860,80995.0,4,8,73.0,28,56,56.0,1,1,4,1,0
22.0,5,0,3,16529.0,3,1,13.0,0,0,1.0,1,1,6,1,2
63.0,28,0,10,55412.0,3,2,11.0,5,1,8.0,2,1,5,1,2
680.0,156,4,351,48789.0,7,6,7.0,16,5,126.5,0,0,6,1,0
542.0,90,3,421,56575.0,7,7,0.0,5,16,10.0,2,1,5,3,1
50.0,7,0,2,25130.0,3,2,0.0,5,18,18.0,1,1,7,2,2
39.0,9,0,25,35441.0,3,1,2.0,1,1,1.0,2,1,8,2,2
1043.0,274,5,336,71391.0,12,6,46.0,81,81,126.5,1,1,3,5,1
385.0,97,1,191,49494.0,5,6,0.0,9,6,82.0,1,1,7,2,1
1633.0,556,7,563,81702.0,12,7,28.0,50,31,126.5,0,0,3,1,0
46.0,6,0,31,45889.0,3,1,0.0,0,1,8.0,1,1,6,1,2
761.0,82,6,479,56628.0,5,7,7.0,5,17,126.5,1,1,5,2,1
76.0,15,1,18,34026.0,3,2,12.0,6,8,17.0,2,1,5,3,2
290.0,52,2,91,40049.0,6,3,10.0,65,44,28.0,1,1,5,3,1
89.0,24,0,5,34176.0,4,3,19.0,7,14,20.0,1,1,6,4,2
70.0,28,0,2,19419.0,3,4,16.0,14,3,7.0,1,1,9,4,2
1066.0,431,6,362,82504.0,7,3,120.5,50,35,54.0,0,0,1,1,0
2009.0,556,6,724,81205.0,7,5,97.0,74,55,126.5,0,0,2,1,0
1345.0,399,6,605,61618.0,8,3,0.0,81,45,126.5,0,0,3,2,0
764.0,140,5,547,55284.0,8,7,0.0,7,7,63.0,1,1,5,3,1
195.0,54,1,104,49980.0,5,3,13.0,1,9,14.0,1,1,5,2,2
53.0,15,1,8,15072.0,3,3,0.0,2,10,18.0,2,1,5,4,2
368.0,25,3,224,49166.0,3,5,7.0,2,0,110.0,1,1,6,2,1
544.0,102,2,384,65324.0,9,6,21.0,0,32,5.0,1,1,4,3,1
1853.0,556,7,556,82347.0,10,7,120.5,54,81,63.0,0,0,3,1,0
35.0,2,1,24,30843.0,2,1,0.0,0,0,9.0,2,1,5,2,2
446.0,21,1,408,46374.0,7,7,0.0,0,0,17.0,1,1,8,3,1
1180.0,303,2,265,60474.0,12,10,120.5,81,9,126.5,1,1,7,7,1
41.0,7,0,34,38576.0,3,1,0.0,0,0,0.0,1,1,7,1,2
727.0,116,2,374,55357.0,11,6,84.0,64,25,64.0,2,1,5,3,1
40.0,10,0,27,37758.0,3,1,0.0,2,0,1.0,2,1,8,2,2
1062.0,350,9,600,85710.0,10,6,29.0,20,30,33.0,0,0,2,1,0
40.0,18,0,13,23228.0,3,2,6.0,2,1,0.0,1,1,8,2,2
292.0,89,1,167,44602.0,4,6,0.0,2,0,34.0,2,1,8,6,1
15.0,3,0,0,7500.0,3,0,4.0,2,1,5.0,0,0,6,1,2
341.0,69,1,46,38683.0,6,4,84.0,35,41,66.0,1,1,7,6,1
369.0,78,1,88,49514.0,4,6,58.0,39,13,93.0,1,1,7,2,1
401.0,119,2,243,57906.0,8,4,10.0,11,3,15.0,1,1,4,3,1
393.0,68,1,275,43456.0,8,5,25.0,11,7,7.0,1,1,5,3,1
10.0,4,0,6,19485.0,2,1,0.0,0,0,0.0,2,1,7,1,2
486.0,90,3,121,53172.0,8,2,68.0,62,20,125.0,1,1,3,3,1
69.0,15,0,4,30545.0,3,2,19.0,12,7,12.0,1,1,7,2,2
1727.0,396,7,1225,70123.0,4,5,23.0,0,0,0.0,0,0,3,1,0
995.0,267,5,515,62450.0,4,5,62.0,47,66,38.0,1,1,3,2,0
45.0,16,0,4,21675.0,3,4,17.0,0,4,4.0,1,1,7,3,2
182.0,57,1,48,42395.0,4,3,24.0,13,15,25.0,2,1,7,4,2
989.0,168,7,562,61346.0,10,5,43.0,58,16,126.5,1,1,3,1,0
1677.0,500,8,769,80812.0,5,4,120.5,22,81,33.0,0,0,2,1,0
595.0,93,6,379,42835.0,4,6,12.0,4,9,98.0,2,1,6,7,1
156.0,59,0,29,39922.0,4,3,19.0,12,1,36.0,1,1,8,2,2
1226.0,556,9,387,86424.0,12,6,89.0,68,45,68.0,0,0,1,1,0
128.0,38,1,12,17117.0,3,3,30.0,23,18,7.0,1,1,9,4,2
86.0,12,1,6,24762.0,2,3,3.0,10,15,40.0,1,1,8,3,2
68.0,14,0,27,35797.0,3,2,4.0,1,1,21.0,1,1,8,2,2
16.0,5,0,9,36627.0,3,0,0.0,1,0,1.0,2,1,5,1,2
55.0,19,0,22,51111.0,3,2,6.0,0,5,3.0,2,1,6,2,2
2114.0,556,6,899,86857.0,10,5,120.5,81,81,40.0,0,0,2,1,0
2018.0,556,2,889,82072.0,13,3,120.5,55,81,126.5,0,0,1,1,0
263.0,55,1,189,46231.0,4,6,0.0,2,5,12.0,3,1,9,4,1
55.0,2,0,48,42243.0,3,2,0.0,0,0,5.0,2,1,7,2,2
564.0,156,2,230,51195.0,5,9,82.0,14,24,58.0,2,1,8,8,1
1281.0,207,6,852,68092.0,10,2,78.0,60,36,48.0,0,0,5,2,0
83.0,20,0,35,31814.0,3,2,4.0,3,1,20.0,1,1,9,2,2
353.0,47,2,205,51390.0,5,5,23.0,20,2,56.0,2,1,5,6,1
1003.0,446,10,255,76630.0,11,3,40.0,31,56,126.5,0,0,1,1,0
14.0,1,0,0,26868.0,2,1,8.0,0,3,2.0,1,1,7,1,2
902.0,206,10,437,48948.0,5,7,120.5,8,49,42.0,0,0,6,2,0
1139.0,53,10,825,55260.0,5,8,11.0,8,0,126.5,1,1,6,2,1
797.0,161,9,316,64090.0,4,6,76.0,58,51,126.5,1,1,5,1,0
1638.0,354,6,756,78331.0,7,10,120.5,81,81,61.0,1,1,4,2,0
401.0,134,2,194,37087.0,8,4,15.0,55,0,3.0,1,1,6,3,1
84.0,18,0,7,21846.0,3,4,6.0,17,10,26.0,1,1,8,4,2
928.0,493,3,183,81320.0,10,4,59.0,33,81,57.0,0,0,2,1,0
203.0,11,1,171,54137.0,4,4,0.0,0,1,20.0,1,1,6,2,2
858.0,405,5,243,66825.0,6,4,29.0,81,40,40.0,0,0,2,1,0
409.0,69,3,181,57100.0,6,3,39.0,21,3,96.0,0,0,3,1,0
282.0,89,1,151,58917.0,6,4,0.0,7,7,28.0,3,1,5,5,1
1423.0,391,4,494,85072.0,10,3,120.5,81,11,126.5,0,0,0,1,0
1449.0,556,4,464,86429.0,7,7,29.0,28,18,37.0,0,0,2,0,0
28.0,5,0,5,45684.0,2,1,10.0,1,0,7.0,1,1,7,1,2
67.0,29,0,29,47889.0,3,2,0.0,0,5,4.0,1,1,5,1,2
199.0,49,1,102,45921.0,6,2,24.0,9,3,12.0,0,0,4,1,2
1453.0,556,10,604,78420.0,8,3,91.0,28,28,28.0,0,0,1,1,0
1253.0,523,10,571,75114.0,5,3,63.0,12,60,24.0,0,0,2,1,0
1198.0,71,5,953,52278.0,10,10,0.0,0,0,126.5,1,1,8,6,1
178.0,67,1,63,35641.0,4,3,8.0,3,9,28.0,1,1,7,2,2
1990.0,556,3,770,95529.0,7,7,120.5,29,27,24.0,0,0,3,1,0
976.0,265,4,398,62820.0,6,3,120.5,61,61,53.0,0,0,1,1,0
1001.0,154,4,741,73113.0,7,3,50.0,19,9,28.0,0,0,2,1,0
1919.0,403,6,1225,84169.0,6,7,0.0,19,19,0.0,0,0,3,1,0
350.0,56,2,156,42607.0,7,3,30.0,29,32,47.0,1,1,3,2,1
1650.0,464,9,960,74637.0,9,6,120.5,64,0,16.0,0,0,3,1,0
46.0,2,0,38,46015.0,3,1,0.0,0,0,6.0,2,1,7,1,2
1228.0,473,10,315,72354.0,6,2,120.5,26,12,126.5,0,0,1,1,0
95.0,25,0,15,39858.0,4,2,2.0,20,7,26.0,1,1,6,1,2
62.0,20,1,19,34469.0,4,1,0.0,6,5,12.0,2,1,4,3,2
1761.0,431,4,812,83033.0,10,11,120.5,81,81,33.0,1,1,5,1,0
467.0,217,1,73,24401.0,6,6,10.0,28,24,115.0,0,0,8,3,1
1149.0,384,5,372,77583.0,9,4,120.5,23,12,108.0,0,0,2,1,0
2052.0,556,4,871,74116.0,10,4,120.5,81,55,126.5,0,0,2,1,0
1127.0,335,4,375,74293.0,6,5,93.0,81,81,81.0,0,0,2,1,0
1416.0,466,9,760,68397.0,5,6,17.0,80,13,80.0,1,1,3,1,0
1113.0,510,4,471,79632.0,9,6,99.0,0,21,12.0,0,0,2,1,0
125.0,27,1,31,46107.0,4,1,16.0,9,9,33.0,1,1,3,1,2
966.0,72,2,819,64950.0,10,11,12.0,0,0,63.0,1,1,7,2,1
32.0,3,0,1,25443.0,3,1,8.0,4,9,7.0,1,1,8,1,2
833.0,305,11,203,75127.0,5,2,46.0,35,17,126.5,0,0,1,1,0
46.0,15,0,26,32892.0,3,3,2.0,0,1,2.0,1,1,8,2,2
960.0,311,3,354,71796.0,4,9,120.5,21,75,32.0,0,0,4,1,0
1829.0,447,5,1225,67536.0,11,11,23.0,0,71,35.0,1,1,8,3,1
779.0,238,5,371,55239.0,11,7,23.0,17,24,106.0,1,1,5,3,1
811.0,76,4,588,60554.0,9,8,110.0,7,15,15.0,1,1,6,2,1
1120.0,249,3,480,64831.0,5,6,75.0,81,81,126.5,2,1,6,8,1
725.0,54,4,517,56067.0,7,7,16.0,12,6,120.0,1,1,5,2,1
1187.0,556,2,267,82025.0,6,3,48.0,81,70,98.0,0,0,1,1,0
2302.0,556,8,1111,94384.0,5,5,120.5,24,45,126.5,0,0,2,0,0
66.0,14,1,7,14906.0,3,2,7.0,7,16,15.0,0,0,7,3,2
1250.0,48,4,1166,51563.0,10,4,0.0,0,0,36.0,0,0,8,1,1
683.0,144,4,261,57937.0,9,4,55.0,42,48,126.5,1,1,3,3,0
305.0,51,2,135,68274.0,5,4,23.0,25,25,46.0,2,1,3,2,1
50.0,18,0,6,39771.0,3,2,2.0,2,8,14.0,1,1,4,1,2
995.0,142,2,711,67893.0,9,3,49.0,28,18,47.0,1,1,8,2,1
41.0,13,0,11,27922.0,3,2,2.0,0,4,11.0,1,1,4,1,2
77.0,17,1,42,52190.0,3,2,0.0,0,0,18.0,2,1,5,3,2
171.0,58,1,79,44051.0,4,3,6.0,7,3,18.0,2,1,6,4,2
131.0,43,1,20,42767.0,2,3,19.0,6,5,38.0,2,1,8,1,2
54.0,8,1,30,46106.0,2,1,2.0,0,0,14.0,2,1,6,1,2
53.0,23,0,20,16927.0,4,3,3.0,2,1,4.0,2,1,8,5,2
475.0,44,2,115,59754.0,6,5,4.0,27,81,126.5,1,1,5,3,1
694.0,233,5,263,53700.0,8,5,69.0,5,41,83.0,1,1,5,4,1
96.0,15,0,69,59041.0,4,2,2.0,2,2,6.0,2,1,5,2,2
361.0,30,2,267,54237.0,5,5,4.0,3,0,57.0,1,1,6,4,1
1079.0,171,7,561,70647.0,13,4,25.0,81,81,114.0,1,1,2,2,0
578.0,37,3,492,52597.0,8,6,7.0,0,0,42.0,1,1,5,3,1
64.0,9,0,14,41021.0,3,2,6.0,7,16,12.0,1,1,6,2,2
149.0,46,1,80,40233.0,5,2,0.0,4,17,2.0,1,1,6,5,2
231.0,84,1,97,50183.0,6,3,13.0,12,10,15.0,2,1,5,7,1
728.0,227,2,197,54753.0,11,5,7.0,81,59,126.5,1,1,4,3,1
1778.0,556,7,693,92955.0,9,6,31.0,21,24,84.0,0,0,2,1,0
93.0,27,0,43,33471.0,4,3,0.0,2,9,12.0,1,1,7,3,2
23.0,2,0,14,34596.0,2,1,0.0,0,0,7.0,1,1,8,1,2
662.0,234,2,186,44010.0,6,10,86.0,36,72,48.0,1,1,9,6,1
1198.0,400,4,434,84219.0,10,3,45.0,81,81,45.0,0,0,1,1,0
81.0,11,0,59,40706.0,4,3,4.0,0,2,5.0,3,1,7,4,2
92.0,30,0,16,15716.0,4,3,8.0,5,7,26.0,1,1,8,3,2
491.0,75,1,230,59052.0,7,7,63.0,35,57,31.0,1,1,5,3,1
1564.0,430,6,829,80573.0,13,4,60.0,81,81,15.0,0,0,2,1,0
926.0,407,8,318,83715.0,13,2,120.5,8,35,8.0,0,0,0,1,0
1910.0,445,4,1206,82576.0,12,2,120.5,55,18,18.0,0,0,1,1,0
411.0,77,3,292,56962.0,5,6,10.0,3,3,26.0,3,1,7,7,1
94.0,12,0,30,35704.0,4,2,2.0,9,11,30.0,2,1,4,3,2
1085.0,133,6,729,53103.0,7,10,11.0,17,0,126.5,1,1,7,5,1
23.0,3,1,12,46779.0,2,0,0.0,1,0,7.0,2,1,4,1,2
6.0,1,0,2,4861.0,0,0,1.0,1,0,1.0,0,0,14,0,2
54.0,18,0,22,33462.0,3,2,0.0,3,0,11.0,1,1,7,1,2
1150.0,337,6,587,63693.0,9,11,42.0,43,81,54.0,1,1,6,3,1
1415.0,108,11,674,80763.0,6,5,120.5,81,42,126.5,0,0,3,1,0
405.0,84,2,284,65352.0,8,4,4.0,3,7,23.0,1,1,4,2,1
1908.0,556,6,1023,82170.0,7,5,49.0,81,55,37.0,0,0,2,1,0
2486.0,556,7,1225,75759.0,9,9,89.0,22,81,126.5,0,0,5,1,0
1315.0,556,9,311,79689.0,13,4,120.5,26,37,121.0,0,0,2,1,0
45.0,12,0,27,35340.0,3,2,0.0,0,1,5.0,2,1,5,2,2
1789.0,311,4,1225,85683.0,10,2,45.0,17,69,51.0,0,0,1,1,0
19.0,7,0,3,24884.0,3,0,0.0,6,0,3.0,1,1,7,1,2
573.0,136,1,393,42021.0,6,10,7.0,5,5,27.0,1,1,9,5,1
805.0,282,3,218,64449.0,12,5,120.5,63,35,70.0,1,1,4,4,0
108.0,16,1,66,64587.0,4,1,0.0,0,6,20.0,2,1,3,2,2
23.0,11,0,4,34824.0,2,1,2.0,2,0,4.0,0,0,6,1,2
1493.0,545,4,795,75437.0,10,8,95.0,0,58,0.0,0,0,6,1,0
89.0,19,1,15,26091.0,3,2,8.0,10,17,20.0,2,1,5,3,2
936.0,292,8,384,52845.0,6,8,120.5,25,41,64.0,1,1,6,3,1
343.0,32,1,244,46086.0,8,3,7.0,8,2,50.0,1,1,4,4,1
528.0,288,4,158,78028.0,9,6,25.0,19,0,38.0,1,1,7,1,1
1901.0,449,3,1225,95169.0,4,4,106.0,21,20,20.0,0,0,1,1,0
724.0,144,5,349,56337.0,4,8,28.0,16,5,126.5,2,1,8,5,1
58.0,11,0,4,22434.0,3,2,3.0,12,13,15.0,1,1,8,2,2
297.0,31,2,223,36930.0,4,5,0.0,2,2,39.0,1,1,8,5,1
488.0,127,8,157,36130.0,4,3,68.0,43,56,37.0,1,1,4,6,1
859.0,288,5,397,65569.0,10,6,20.0,46,38,70.0,1,1,3,2,1
